id,name,latitude,longitude,address,hash_tags,unique_page
1366,Open until 11 pm,45.492061,-73.7086,3834 Boulevard Côte-Vertu,"Burgers,Comfort Food,Poutine",https://www.restomontreal.ca/resto/notre-boeuf-de-grace-ville-saint-laurent/11581/en/
1367,Opens Tomorrow at 7 am,45.828048,-73.423349,293 Boulevard de l'Ange-Gardien,"Grill,Breakfast,Pasta,Pizza,Greek,International",https://www.restomontreal.ca/resto/le-chateau-lassomption/6015/en/
1368,Open until 10 pm,45.394049,-73.513247,174A Boulevard de l'Industrie,"Persian,Iranian,Grill,Pizza",https://www.restomontreal.ca/resto/caspienne-candiac/19792/en/
1369,Opens Tomorrow at 7 am,46.118599,-74.591842,852 Rue de St-Jovite,"Bistro,Breakfast,Café,Burgers,Sandwiches",https://www.restomontreal.ca/resto/larme-mont-tremblant/5587/en/
1370,Open until 11 pm,45.511125,-73.806899,10421 Boulevard Guoin O,"Pizza,Greek,Poutine,Salads",https://www.restomontreal.ca/resto/athena-pizzeria-pierrefonds-roxboro/4837/en/
1371,Open until 3 am,45.522536,-73.577709,451 Rue Rachel E,African,https://www.restomontreal.ca/resto/restaurant-latmosphere-le-plateau/12045/en/
1372,Open until 11 pm,45.5783409,-73.8785121,484 25e Avenue,Pizza,https://www.restomontreal.ca/resto/pizza-hut-saint-eustache/4117/en/
1373,Open until 9:30 pm,45.525934,-73.580947,820 Avenue Mont-Royal Ave E,"Hawaiian,Poke Bowl,Asian",https://www.restomontreal.ca/resto/ahi-poke-le-plateau/14472/en/
1374,Open until 11 pm,45.590632,-73.569232,7210 Boulevard Langelier,"Café,Desserts & Sweets",https://www.restomontreal.ca/resto/rockaberry-anjou-st-leonard/348/en/
1375,Opens Tomorrow at 7 am,45.508192,-73.561722,50 Boulevard René-Lévesque O,"Bistro,American,Breakfast",https://www.restomontreal.ca/resto/branzino-downtown/12905/en/
1376,Opens Tomorrow at 9 am,45.459654,-73.567474,4437 Rue Wellington,"Café,Sandwiches,Breakfast,Salads,Juice Bar & Smoothies,Vegetarian",https://www.restomontreal.ca/resto/cafe-jardin-verdun/15518/en/
1377,Open until 3 am,45.548237,-73.606489,1840 Rue Jean-Talon E,"Burgers,Poutine,Comfort Food,Breakfast",https://www.restomontreal.ca/resto/dilallo-burger-original-1929-villeray-saint-michel/13489/en/
1378,Opens Tuesday at 5 pm,45.479789,-73.580386,3580 Rue Notre-Dame O,"Italian,Pasta,Grill",https://www.restomontreal.ca/resto/la-spada-saint-henri/18482/en/
1379,Open until 11 pm,45.518881,-73.583636,4320 Boulevard St-Laurent,"Breakfast,Bagels,Sandwiches",https://www.restomontreal.ca/resto/bagel-etc-le-plateau/106/en/
1380,Opens Tomorrow at 11 am,46.213432,-74.586286,3035 Chemin de la Chapelle,"Sushi,Asian,Fusion",https://www.restomontreal.ca/resto/yama-no-kami-pub-japonais-mont-tremblant/16766/en/
1381,Open until 11 pm,45.400096,-74.139125,1897 Chemin Ste-Angélique,"Chicken Wings,Grill,Sandwiches",https://www.restomontreal.ca/resto/bar-chez-maurice-saint-lazare/16622/en/
1382,Open until 10 pm,45.518687,-73.556357,1205 Rue Ste-Catherine E,Pizza,https://www.restomontreal.ca/resto/pizzeria-bros-village-centre-sud/16979/en/
1383,Opens Tomorrow at 11 am,45.927059,-73.658256,222 Rang des Continuations,Sugar Shack,https://www.restomontreal.ca/resto/cabane-a-sucre-oswald-saint-esprit/13188/en/
1384,Opens Tomorrow at 7 am,45.386774,-73.96272,106 Boulevard Don-Quichotte,"Breakfast,Crêpes,Sandwiches",https://www.restomontreal.ca/resto/eggsquis-l-ile-perrot/3107/en/
1385,Located in Complexe Desjardins,45.507535,-73.565387,180 Rue Ste-Catherine O,"American,Grill,BBQ,Steakhouse,Salads,Burgers",https://www.restomontreal.ca/resto/baton-rouge-quartier-des-spectacles/1164/en/
1386,Open 24HRS,45.536506,-73.647927,8855 Avenue du Parc,"BBQ,Smokehouse,Poutine",https://www.restomontreal.ca/resto/kamio-le-smoking-bbq-ahuntsic-cartierville/10347/en/
1387,Open until 2 am,45.638612,-73.840709,32 Rue Turgeon,"Pizza,Pub Food",https://www.restomontreal.ca/resto/microbrasserie-artisanale-saint-graal-sainte-therese/14828/en/
1388,"Located in Le Fou Fou, a European-style gourmet hall",45.497836,-73.66245,5401 Avenue Royalmount,Asian,https://www.restomontreal.ca/resto/le-lucky-belly-comptoir-asiatique-town-of-mont-royal/19037/en/
1389,Opens Tomorrow at 11 am,45.402718,-71.890906,70 Rue Wellington N,"Asian,Grill,Pizza",https://www.restomontreal.ca/resto/saveur-et-delice-sherbrooke/17019/en/
1390,Opens Tomorrow at 9 am,45.528727,-73.516153,825 Rue St-Laurent O,"Grill,Sandwiches,Salads,Middle Eastern",https://www.restomontreal.ca/resto/monsieur-taouk-longueuil/19669/en/
1391,Open until 11 pm,45.530103,-73.928712,2952 Chemin d'Oka,"Italian,Pizza",https://www.restomontreal.ca/resto/farsa-sainte-marthe-sur-le-lac/5472/en/
1392,Mont-Tremblant,46.210171,-74.589225,3045 Chemin de la Chapelle,Tapas,https://www.restomontreal.ca/s/?restaurants=mont-tremblant-mont-tremblant&d=98&lang=en
1393,Open until 9:30 pm,45.542067,-73.554657,3121 Rue Hochelaga,"Asian,Chinese,Fusion,Vegetarian,Szechuan",https://www.restomontreal.ca/resto/maneki-comptoir-asiat-hochelaga-maisonneuve/11621/en/
1394,Opens Tomorrow at 6:30 am,45.447162,-73.432196,2000 Rue de l'Éclipse,"Café,Pastries,Sandwiches",https://www.restomontreal.ca/resto/starbucks-brossard/17603/en/
1395,Opens Tomorrow at 10 am,45.576932,-73.583664,5115 Rue Jean-Talon E,"Tea,Moroccan,Grill",https://www.restomontreal.ca/resto/salon-de-the-ouzoud-anjou-st-leonard/19080/en/
1396,Open until 11 pm,45.493386,-73.671142,8355 Chemin Montview,"Italian,Greek,Sandwiches,Pasta,Grill,Salads",https://www.restomontreal.ca/resto/restaurant-chef-pandas-bar-event-venue-town-of-mont-royal/18039/en/
1397,Open until 3 am,46.211864,-74.586419,125 Chemin de Kandahar,"Burgers,Sandwiches,Bar,Grill",https://www.restomontreal.ca/resto/le-ptit-caribou-mont-tremblant/19767/en/
1398,Opens Tomorrow at 6 am,45.547654,-73.544021,15 Place Simon-Valois,"Café,Desserts & Sweets,Bakery,Pastries",https://www.restomontreal.ca/resto/arhoma-hochelaga-maisonneuve/11456/en/
1399,Market Cuisine with an Italian twist.,45.482559,-73.797601,46E Boulevard Brunswick,"Market,Italian,Seafood/Fish",https://www.restomontreal.ca/resto/envy-restaurant-pointe-claire/19102/en/
1400,Open until 10 pm,45.894089,-74.157975,251 Rue Principale,"French,Tartare",https://www.restomontreal.ca/resto/la-boheme-saint-sauveur/3410/en/
1401,Open until 2 am,45.438146,-73.623751,7773 Boulevard Newman,"Sandwiches,Burgers,International,Halal",https://www.restomontreal.ca/resto/centrale-bergham-lasalle/11657/en/
1402,Opens Tomorrow at 11 am,45.525031,-73.599402,54 Rue St-Viateur,Lebanese,https://www.restomontreal.ca/resto/falafel-yoni-mile-end/12484/en/
1403,Opens Tomorrow at 7 am,45.739943,-73.610388,755 Montee Masson,Breakfast,https://www.restomontreal.ca/resto/eggsquis-mascouche/3103/en/
1404,Opens Tomorrow at 7 am,45.494974,-73.55855,990 Rue Ottawa,"Café,Italian,Sandwiches,Ice Cream,Pastries",https://www.restomontreal.ca/resto/mano-figa-griffintown/14728/en/
1405,Opens Tomorrow at 7 am,45.530837,-73.576559,1396 Avenue du Mont-Royal E,"Breakfast,Crêpes",https://www.restomontreal.ca/resto/chez-cora-le-plateau/336/en/
1406,Open until 3 am,45.502863,-73.555334,191 Rue St-Paul O,"Tapas,Spanish,Charcuterie",https://www.restomontreal.ca/resto/santos-tapas-bar-old-montreal/2021/en/
1407,Opens Tomorrow at 7 am,45.456112,-73.640899,7335 Rue Sherbrooke O,"Café,Sandwiches",https://www.restomontreal.ca/resto/second-cup-montreal-west/3920/en/
1408,Opens Tomorrow at 4:30 pm,45.425123,-73.612635,8178 Boulevard Champlain,"Japanese,Sushi,Seafood/Fish",https://www.restomontreal.ca/resto/bistro-isaka-lasalle/13601/en/
1409,Open until 1:30 am,45.525634,-73.585882,404 Rue Gilford,"Indian,Vegetarian",https://www.restomontreal.ca/resto/palais-maharaja-palace-le-plateau/12611/en/
1410,Opens Monday at 7 am,45.495531,-73.573465,1600 Boulevard Rene Levesque O,"Café,Sandwiches,Pastries,Salads",https://www.restomontreal.ca/resto/van-houtte-downtown/481/en/
1411,Opens Tomorrow at 6 am,45.333267,-73.26731,941 Boulevard du Séminaire N,"Breakfast,Crêpes,Sandwiches",https://www.restomontreal.ca/resto/oeuf-plus-st-jean-sur-richelieu/11391/en/
1412,Opens Tuesday at 10 am,45.435033,-73.680354,1865 Rue Notre-Dame,"Italian,Sandwiches,Pizza,Pastries,Ice Cream,Café",https://www.restomontreal.ca/resto/nonnina-lachine/15418/en/
1413,Open until Midnight,45.625347,-72.945767,575 Avenue Mondor,"Pizza,Sandwiches,Poutine,Comfort Food",https://www.restomontreal.ca/resto/med-pizza-saint-hyacinthe/17251/en/
1414,Opens Tomorrow at 9:30 am,46.03105,-74.206656,1347 Rue de la Sapinière,"Breakfast,Café,Crêpes,Juice Bar & Smoothies",https://www.restomontreal.ca/resto/chez-louis-cafe-val-david/19714/en/
1415,Open until 11 pm,45.482508,-73.56229,1886 Rue Centre,Pizza,https://www.restomontreal.ca/resto/fugazzi-pizza-pointe-st-charles/12680/en/
1416,Open until Midnight,45.587015,-73.560865,6476 Rue Beaubien E,"Grill,Sandwiches,Burgers,Salads",https://www.restomontreal.ca/resto/grillades-la-mamma-anjou-st-leonard/19868/en/
1417,Open until 11 pm,45.561577,-73.745434,190 Promenade du Centropolis,"Greek,Mediterranean,Grill",https://www.restomontreal.ca/resto/souvlaki-bar-chomedey/8756/en/
1418,Opens Tomorrow at 12 pm,45.596955,-73.610425,9252 Boulevard Lacordaire,"Japanese,Sushi,Poke Bowl",https://www.restomontreal.ca/resto/azumi-sushi-anjou-st-leonard/14623/en/
1419,Opens Tomorrow at 6 am,45.572031,-73.741984,2113 Boulevard Le carrefour,"Breakfast,Crêpes",https://www.restomontreal.ca/resto/chez-cora-chomedey/341/en/
1420,An authentic culinary experience inspired by the sunny flavors of the Mediterranean.,45.525549,-73.597541,5439 Boulevard St-Laurent,"Market,Mediterranean",https://www.restomontreal.ca/resto/leila-mile-end/19953/en/
1421,Opens Tomorrow at 11:30 am,45.511386,-73.690039,2373 Boulevard Marcel-Laurin,"Middle Eastern,Lebanese",https://www.restomontreal.ca/resto/daou-ville-saint-laurent/1433/en/
1422,Open until 10 pm,45.399033,-71.889076,141 Rue Wellington S,"Market,Regional,Seafood/Fish",https://www.restomontreal.ca/resto/baumann-sherbrooke/14077/en/
1423,,46.35205,-72.521145,10 place de la Rosalie,"Grill,Chicken Wings,Poutine,Sandwiches,Comfort Food,BBQ",https://www.restomontreal.ca/resto/le-grill-express-trois-rivieres/18951/en/
1424,Open until 3 am,46.368633,-72.528759,300 Rue Rochefort,Bar,https://www.restomontreal.ca/resto/bar-lancienne-baroque-trois-rivieres/19472/en/
1425,Opens Tomorrow at 11 am,45.497839,-73.575363,1307 Rue Sainte-Catherine O,"Café,Bistro,Salads,Burgers,Tartare",https://www.restomontreal.ca/resto/cafe-holt-ogilvy-downtown/14022/en/
1426,Open until Midnight,45.589184,-73.56863,7100 Boulevard Langelier,"Sandwiches,Lebanese,Middle Eastern,Salads,Vegetarian,Gluten-free Options",https://www.restomontreal.ca/resto/osmows-shawarma-anjou-st-leonard/19140/en/
1427,Opens Tomorrow at 8 am,45.519007,-73.593972,4903 Avenue Du Parc,"Breakfast,Crêpes,Burgers,Grilled Cheese,Poutine",https://www.restomontreal.ca/resto/l-oeufrier-le-plateau/12200/en/
1428,Opens Tomorrow at 11 am,45.567925,-73.18176,535 Boulevard Sir-Wilfrid-Laurier,"Burgers,Sandwiches,Poutine,Ice Cream,Vegan Options,Vegetarian",https://www.restomontreal.ca/resto/shack-attakk-mont-saint-hilaire/10907/en/
1429,Opens Tomorrow at 8 am,45.50984,-73.380756,1240 Boulevard des Promenades,"Pizza,Pasta,Poutine,Sandwiches,Salads,Chicken Wings",https://www.restomontreal.ca/resto/toujours-mikes-saint-bruno/3060/en/
1430,Open until 11 pm,45.527246,-73.512963,888 Rue St-Laurent O,"Grill,BBQ,Seafood/Fish",https://www.restomontreal.ca/resto/avin-grill-restaurant-longueuil/19667/en/
1431,Open until 10 pm,45.74564,-73.601143,3085Chemin Sainte-Marie,Asian,https://www.restomontreal.ca/resto/rasmey-angkor-mascouche/3567/en/
1432,Opens Tomorrow at 12 pm,45.772733,-74.019304,1245 Boulevard Jean-Baptiste-Rolland O,"Healthy,International",https://www.restomontreal.ca/resto/evoila5-saint-jerme/18720/en/
1433,,45.517271,-73.589854,4525 Avenue du Parc,Ethiopian,https://www.restomontreal.ca/resto/queen-sheba-mile-end/11676/en/
1434,"Comfortable family-run venue with a brick oven firing thin-crust pizzas, plus scaloppine & pastas.",45.893952,-74.157919,252 Rue Principale,"Pizza,Pasta,Seafood/Fish",https://www.restomontreal.ca/resto/le-vieux-four-manago-saint-sauveur/18325/en/
1435,,45.099725,-72.708648,4500 Chemin Strobl,"Sugar Shack,Vegetarian,Market,Bistro",https://www.restomontreal.ca/resto/le-vignoble-du-ruisseau-cabane-a-sucre-et-distillerie-bistro-sur-braise-brome-missisquoi/15237/en/
1436,Open until 3 am,45.52048,-73.597019,5171 Avenue du Parc,"Comfort Food,Pub Food,Burgers",https://www.restomontreal.ca/resto/doubles-mile-end/16752/en/
1437,Open until 12:30 am,45.579103,-73.653175,2575 Boulevard Henri-Bourassa E,"Pizza,Chicken Wings,Poutine,Sandwiches",https://www.restomontreal.ca/resto/tangis-pizza-montreal-north/16008/en/
1438,Open until 10 pm,45.508143,-73.559573,1019 Boulevard St Laurent,"Chinese,Dumplings",https://www.restomontreal.ca/resto/qing-hua-dumpling-chinatown/4950/en/
1439,,45.885259,-74.125059,444 Chemin Avila,Sugar Shack,https://www.restomontreal.ca/resto/cabane-a-sucre-arthur-raymond-saint-sauveur/10585/en/
1440,Opens Tomorrow at 8 am,45.476352,-73.380391,8141 Boulevard Cousineau,"Café,Sandwiches",https://www.restomontreal.ca/resto/cafe-depot-saint-hubert/18789/en/
1441,Opens Tomorrow at 11:30 am,45.479508,-73.624456,5403 Côte St Luc,"BBQ,Rotisserie",https://www.restomontreal.ca/resto/cote-st-luc-bar-b-q-notre-dame-de-grace-ndg/578/en/
1442,Le Plateau-Mont-Royal,45.515806,-73.5764998,3833 Boulevard Saint-Laurent,"Chilean,Comfort Food,Burgers",https://www.restomontreal.ca/s/?restaurants=le-plateau-montreal&d=22&lang=en
1443,,45.274167,-72.71294,360 Route Pierre Laporte,"French,Soups,Salads,Seafood/Fish",https://www.restomontreal.ca/resto/restaurant-le-gourmet-bromont/16024/en/
1444,Opens Tomorrow at 11 am,45.513283,-73.572578,3591 Rue Clark,"Chinese,Asian,Dumplings",https://www.restomontreal.ca/resto/la-maison-dumplings-the-dumpling-hut-downtown/11344/en/
1445,Open until Midnight,45.590234,-73.741548,3025 Boulevard Industriel,"BBQ,Pub Food,Burgers,Comfort Food,Breakfast",https://www.restomontreal.ca/resto/la-station-des-sports-vimont/7035/en/
1446,Open until 1 am,46.057025,-71.948179,139 Boulevard des Bois Francs S,Pub Food,https://www.restomontreal.ca/resto/cactus-victoriaville/13204/en/
1447,Opens Tomorrow at 4 pm,46.343397,-72.544114,1350 Rue Royale,"Asian,Sushi",https://www.restomontreal.ca/resto/sushizo-trois-rivieres/11170/en/
1448,Opens Tomorrow at 8 am,45.534367,-73.573384,1965 Rue Mont-Royal E,"Bakery,Pastries,Café,Desserts & Sweets,Sandwiches",https://www.restomontreal.ca/resto/les-copains-dabord-le-plateau/12851/en/
1449,Open until 10 pm,45.412011,-74.031221,37 Boulevard de la Cité-des-Jeunes,"Burgers,Poutine,Poke Bowl,Grilled Cheese,Sandwiches,Vegetarian",https://www.restomontreal.ca/resto/la-belle-la-boeuf-burger-bar-vaudreuil-dorion/12724/en/
1450,Opens Tomorrow at 10 am,45.515432,-73.558901,705 Rue Ste-Catherine O,Bubble tea,https://www.restomontreal.ca/resto/real-fruit-bubble-tea-downtown/19351/en/
1451,Opens Tomorrow at 11:30 am,45.502273,-73.512847,17 Rue Aberdeen,Pizza,https://www.restomontreal.ca/resto/pizzeria-no-900-saint-lambert/11116/en/
1452,Opens Tomorrow at 9 am,45.521587,-73.585182,145 avenue Mont-Royal E,"Japanese,Soups,Ramen,Sandwiches",https://www.restomontreal.ca/resto/ohayo-cafe-le-plateau/17607/en/
1453,,45.483531,-73.457006,4645 Grande Allée,"Ice Cream,Desserts & Sweets",https://www.restomontreal.ca/resto/chez-loulou-creme-glacee-brossard/16946/en/
1454,Rosemont-La Petite-Patrie,45.5333091,-73.6158476,7018 Boulevard Saint-Laurent,"Café,Desserts & Sweets",https://www.restomontreal.ca/s/?restaurants=rosemont-la-petite-patrie-montreal&d=113&lang=en
1455,Opens Tomorrow at 8 am,45.666284,-73.551857,10494 Boulevard Perras,"Pastries,Desserts & Sweets,Bakery",https://www.restomontreal.ca/resto/patisserie-dolce-sapore-rdp-pointe-aux-trembles/11914/en/
1456,Opens Tomorrow at 11:30 am,45.518665,-73.712073,5370 Boulevard Henri Bourassa O,Bubble tea,https://www.restomontreal.ca/resto/l2-bubble-tea-ville-saint-laurent/18985/en/
1457,Open until 11 pm,45.521088,-73.575721,411 Avenue Duluth E,"Italian,Pasta,Pizza",https://www.restomontreal.ca/resto/pizzeria-sorino-le-plateau/15419/en/
1458,Opens Tomorrow at 11 am,45.575363,-73.32662,1950 Chemin du Fer-à-Cheval,"Poke Bowl,Japanese,Hawaiian,Salads,Asian",https://www.restomontreal.ca/resto/le-poke-station-sainte-julie/18304/en/
1459,Opens Tomorrow at 9 am,45.533577,-73.57415,1843 Avenue Mont-Royal E,"Ice Cream,Juice Bar & Smoothies,Crêpes",https://www.restomontreal.ca/resto/peche-glace-le-plateau/2403/en/
1460,Open until 10 pm,45.538244,-73.92396,2850 Boulevard des Promenades,"Italian,Pizza",https://www.restomontreal.ca/resto/restaurant-ardini-sainte-marthe-sur-le-lac/5467/en/
1461,Open until 10 pm,45.537553,-73.511293,295 Rue St-Charles O,"Italian,Bistro,Gluten-free Options",https://www.restomontreal.ca/resto/magia-restaurant-garde-manger-vieux-longueuil/4434/en/
1462,Opens Tomorrow at 8 am,45.448362,-73.430641,85 Avenue de l'Equinoxe,"Café,Sandwiches,Pastries,Salads",https://www.restomontreal.ca/resto/cafe-van-houtte-brossard/19971/en/
1463,Opens Tomorrow at 10 am,45.53983,-73.59992,1289 Rue Beaubien E,"Tea,Japanese",https://www.restomontreal.ca/resto/oishi-bar-a-matcha-rosemont-la-petite-patrie/14420/en/
1464,Opens Tomorrow at 10:30 am,46.356687,-72.609329,6475 Boulevard des Chenaux,"Rotisserie,Chicken Wings,Poutine,Burgers",https://www.restomontreal.ca/resto/rotisserie-ste-cecile-trois-rivieres/19590/en/
1465,In the McGill Metro station,45.504488,-73.572139,2055 Boulevard Robert-Bourassa,"Café,Desserts & Sweets",https://www.restomontreal.ca/resto/my-little-cup-downtown/10511/en/
1466,Open until Midnight,45.533477,-73.658823,9394 Boulevard de l'Acadie,"Chinese,Vegetarian",https://www.restomontreal.ca/resto/foo-lam-restaurant-maison-ahuntsic-cartierville/15339/en/
1467,Opens Tomorrow at 8:30 am,45.520933,-73.587682,4577 Boulevard St-Laurent,"Café,Sandwiches",https://www.restomontreal.ca/resto/cafe-bravo-le-plateau/15915/en/
1468,Open until 10 pm,45.383634,-71.967283,4257 Boulevard Bourque,"Café,Breakfast,Burgers,Comfort Food",https://www.restomontreal.ca/resto/brulerie-caffuccino-sherbrooke/14618/en/
1469,Open until 10 pm,45.50104,-73.575659,2070 Rue Peel,"Bistro,Market,Salads,Grill,Breakfast",https://www.restomontreal.ca/resto/restaurant-1881-downtown/17298/en/
1470,Opens Tomorrow at 8 am,45.884973,-72.493296,192 Rue Loring,"Breakfast,Regional",https://www.restomontreal.ca/resto/lowring-drummondville/5374/en/
1471,Opens Tomorrow at 11 am,45.502682,-73.637676,6700 Chemin de la Côte-des-Neiges,Desserts & Sweets,https://www.restomontreal.ca/resto/uncle-tetsu-cote-des-neiges/18119/en/
1472,Open until 3 am,45.522254,-73.55286,1673 Rue Sainte-Catherine E,Bar,https://www.restomontreal.ca/resto/rocky-downtown/19344/en/
1473,,,,907B mont Gravel,"Bakery,Pizza,Sandwiches,Middle Eastern",https://www.restomontreal.ca/resto/boulangerie-kaakouna-sainte-dorothee/18756/en/
1474,"Resto décontracté de renom servant des pizzas grand format et des mets italiens classiques, avec livraison.",45.293627,-73.256196,10 Rue Jacques-Cartier S,"Italian,Pasta,Pizza,Sandwiches",https://www.restomontreal.ca/resto/st-jean-pizzeria-st-jean-sur-richelieu/16175/en/
1475,Open until Midnight,45.544129,-73.627962,590 Rue Jarry E,"Casse-Croute (Snack Bar),Comfort Food,Smoked Meat,Pizza,Pasta,Poutine",https://www.restomontreal.ca/resto/quebec-deli-villeray-saint-michel/3068/en/
1476,Opens Monday at 11:30 am,45.50727,-73.575801,545 Rue Milton,"Vegan/100% Plant-Based,Vegan Options,Vegetarian,Healthy,Comfort Food,Organic/Bio",https://www.restomontreal.ca/resto/lola-rosa-le-plateau/3532/en/
1477,,45.433685,-73.683792,2138 Boulevard Saint-Joseph,Ice Cream,https://www.restomontreal.ca/resto/le-quai-des-glaces-lachine/9520/en/
1478,Opens Tomorrow at 6 am,45.580897,-73.432,540 Rue d'Avaugour,"Breakfast,Crêpes",https://www.restomontreal.ca/resto/ben-florentine-boucherville/4888/en/
1479,Opens Tomorrow at 8 am,45.543249,-73.187067,427 Chemin Ozias-Leduc,"Café,Breakfast,Crêpes",https://www.restomontreal.ca/resto/cafe-terrasse-la-taniere-mont-saint-hilaire/19067/en/
1480,Open until Midnight,45.46777,-73.638301,6509 Avenue Somerled,Pizza,https://www.restomontreal.ca/resto/welat-pizza-notre-dame-de-grace-ndg/793/en/
1481,Opens Tomorrow at 11 am,45.59213,-73.434375,550 Boulevard de Mortagne Local,"Sushi,Vegetarian,Poke Bowl,Asian",https://www.restomontreal.ca/resto/mini-tokyo-sushi-boucherville/17871/en/
1482,Opens Tomorrow at 12 pm,45.568068,-73.889221,102 Rue St-Laurent,"Japanese,Sushi",https://www.restomontreal.ca/resto/2k-sushi-express-saint-eustache/12875/en/
1483,Open until 3 am,45.542902,-73.546321,3359 Rue Ontario E,"Pub Food,Salads,Pasta,Sandwiches,Poutine",https://www.restomontreal.ca/resto/brasserie-des-patriotes-hochelaga-maisonneuve/15289/en/
1484,Opens Tomorrow at 9:30 am,45.501922,-73.568047,"Tunnel MEC, 1253, McGill College, Pl. Monseigneur Charbonneau","Juice Bar & Smoothies,Healthy",https://www.restomontreal.ca/resto/station-vitamine-downtown/19128/en/
1485,Open until 10:30 pm,45.488991,-73.565543,1613 Rue William,"Greek,Seafood/Fish,Grill,Mediterranean",https://www.restomontreal.ca/resto/petros-taverne-grecque-griffintown/9337/en/
1486,Opens Tomorrow at 4 pm,46.042376,-73.451684,197 Rue de la Visitation,"Greek,Grill,Mediterranean,Seafood/Fish",https://www.restomontreal.ca/resto/vieux-duluth-saint-charles-borromee/15122/en/
1487,Opens Tomorrow at 8 am,45.540984,-73.603792,1251 Rue Saint-Zotique,"Café,Sandwiches,Pastries,Desserts & Sweets",https://www.restomontreal.ca/resto/cafe-eevee-rosemont-la-petite-patrie/19417/en/
1488,Opens Tomorrow at 12 pm,45.490323,-73.431138,3925 mont Saint-Hubert,"Haitian,Grill,Seafood/Fish",https://www.restomontreal.ca/resto/chez-carmi-cuisine-creole-saint-hubert/19674/en/
1489,Open until Midnight,45.403166,-71.891536,117 Rue Wellington N,"Bistro,Vegan Options,Vegetarian,Comfort Food,Buvette",https://www.restomontreal.ca/resto/la-buvette-du-centro-sherbrooke/13166/en/
1490,Opens Tomorrow at 6 am,46.035647,-73.442835,19 Rue Papineau,"Breakfast,Crêpes",https://www.restomontreal.ca/resto/chez-cora-joliette/4064/en/
1491,Open until Midnight,45.469784,-73.581149,2233 Rue pitt,"Pub Food,Comfort Food",https://www.restomontreal.ca/resto/messorem-saint-henri/13310/en/
1492,Open until 11:58 pm,45.408548,-74.038785,48 Boulevard de la Cité Des Jeunes,"Mediterranean,Lebanese",https://www.restomontreal.ca/resto/amir-vaudreuil-dorion/11065/en/
1493,Open until 10 pm,45.549166,-73.744467,1200 Boulevard Chomedey,"Grill,Burgers,International,Salads,Breakfast,Sandwiches",https://www.restomontreal.ca/resto/bon-appetit-cheri-chomedey/4961/en/
1494,Open until 10:30 pm,45.519574,-73.561362,1799 Rue Atateken,"Japanese,Sushi,Szechuan",https://www.restomontreal.ca/resto/uchi-village-centre-sud/2483/en/
1495,Open until 10:30 pm,45.533614,-73.578745,4720 Rue Marquette,"Seafood/Fish,Market,Regional",https://www.restomontreal.ca/resto/le-violon-le-plateau/18515/en/
1496,Opens Tomorrow at 11 am,45.556356,-73.229382,949 A Rue Bernard-Pilon,"Pizza,Grill",https://www.restomontreal.ca/resto/beloeil-pizzeria-beloeil/19070/en/
1497,Opens Monday at 8 am,45.502305,-73.562877,455 Avenue Viger O,"Sandwiches,Café,Deli,Breakfast",https://www.restomontreal.ca/resto/officina-old-montreal/4863/en/
1498,Open until 10 pm,46.32464,-72.57224,4954 Rue Bellefeuille,"Rotisserie,Poutine,Salads",https://www.restomontreal.ca/resto/rotisseries-fusee-trois-rivieres/19565/en/
1499,,45.416392,-73.487311,525 Chemin de Saint-Jean,Ice Cream,https://www.restomontreal.ca/resto/les-cremes-glacees-jonathan-la-prairie/3543/en/
1500,,45.525306,-73.578472,857 Rue Marie-Anne E,"Café,Pastries,Sandwiches",https://www.restomontreal.ca/resto/bah-cafe-brazilian-coffee-shop-le-plateau/17666/en/
1501,Open until 11 pm,45.717061,-73.469971,148a Rue Notre-Dame,"Sushi,Fusion",https://www.restomontreal.ca/resto/japon-rolls-repentigny/19815/en/
1502,Opens Tomorrow at 11:30 am,46.034619,-73.703128,3121 1re Avenue,"Poutine,Comfort Food",https://www.restomontreal.ca/resto/le-spot-a-poutine-rawdon/19019/en/
1503,Open until 1 am,45.480842,-73.57867,3041 Rue Notre-Dame O,"Deli,American,Sandwiches,Breakfast",https://www.restomontreal.ca/resto/greenspot-saint-henri/2996/en/
1504,Open until 10 pm,45.439758,-73.735385,636 Chemin. du Bord-du-Lac-Lakeshore,Indian,https://www.restomontreal.ca/resto/sahib-dorval/17075/en/
1505,Opens Tomorrow at 11 am,48.101676,-77.785624,709 3e Avenue,"Pasta,Sandwiches,Comfort Food,Salads",https://www.restomontreal.ca/resto/mia-pasta-val-d-or/17490/en/
1506,Open until 10 pm,45.549251,-73.542092,3979 Rue Ontario E,Pizza,https://www.restomontreal.ca/resto/pizzeria-bros-hochelaga-maisonneuve/16980/en/
1507,Open until 11 pm,45.645313,-73.83758,259 Boulevard Curé-Labelle,"Greek,Grill,Seafood/Fish",https://www.restomontreal.ca/resto/casa-grecque-sainte-therese/13827/en/
1508,Pincourt,45.3815228,-73.9924678,90 5e Avenue,"Pastries,Desserts & Sweets,Charcuterie,Salads,Sandwiches",https://www.restomontreal.ca/s/?restaurants=pincourt-pincourt&d=188&lang=en
1509,Opens Tomorrow at 11:30 am,45.512854,-73.680204,885 Boulevard Decarie,"BBQ,Korean,Soups",https://www.restomontreal.ca/resto/ave-seoul-ville-saint-laurent/19820/en/
